Dias,Numero de infectados,Casos novos nesse dia,Mortes,Imunes(curados),Imunidade de manada,Proporcao de contagio,Proporcao de nao infectados,Valores de R,Param_name,Params
62,1405,153,4,126,0.0012600504020160806,1535,0.98465,1.0345276872964169,,
63,1543,136,4,141,0.0014100564022560902,1688,0.98312,1.0106635071090047,,
64,1659,149,5,160,0.0016000800040002,1824,0.98176,1.0169956140350878,,
65,1788,175,6,179,0.0017901074064443866,1973,0.98027,1.0243284338570704,,
66,1941,198,7,200,0.002000140009800686,2148,0.97852,1.0279329608938548,,
67,2121,221,7,218,0.0021801526106827477,2346,0.97654,1.03537936913896,,
68,2324,246,8,235,0.002350188015041203,2567,0.97433,1.0257109466303078,,
69,2545,238,9,259,0.0025902331209808884,2813,0.97187,1.0,,
70,2762,227,9,280,0.002800252022682041,3051,0.96949,0.9973779088823337,,
71,2957,287,10,311,0.0031103110311031103,3278,0.96722,1.0042708968883465,,
72,3212,316,13,340,0.003400442057467471,3565,0.96435,1.0100981767180925,,
73,3497,334,13,371,0.003710482362707152,3881,0.96119,1.0015459933006956,,
74,3788,369,17,410,0.0041006971185101465,4215,0.95785,0.9931198102016607,,
75,4111,369,19,454,0.004540862763925146,4584,0.95416,0.9888743455497382,,
76,4423,411,22,508,0.005081117845926104,4953,0.95047,0.9884918231374924,,
77,4777,454,24,563,0.005631351524365848,5364,0.94636,0.9807979120059657,,
78,5191,425,26,601,0.006011563006381659,5818,0.94182,0.9766242695084222,,
79,5546,497,34,663,0.006632254966688674,6243,0.93757,0.9827006246996636,,
80,5980,555,34,726,0.007262469239541444,6740,0.9326,0.9778931750741839,,
81,6453,583,35,807,0.008072825488921123,7295,0.92705,0.9735435229609322,,
82,6936,638,38,904,0.009043436505872231,7878,0.92122,0.9656004061944656,,
83,7499,615,42,975,0.00975409672062266,8516,0.91484,0.9577266322217003,,
84,8032,680,45,1054,0.01054474513531089,9131,0.90869,0.9602453181469719,,
85,8607,777,48,1156,0.011565551464703058,9811,0.90189,0.9598409948017531,,
86,9277,809,54,1257,0.012576791467392393,10588,0.89412,0.9570268228182849,,
87,9956,876,57,1384,0.013847893299180533,11397,0.88603,0.9511274896902694,,
88,10699,873,63,1511,0.015119525300939593,12273,0.87727,0.9406013199706673,,
89,11416,974,68,1662,0.016631309290317416,13146,0.86854,0.9440894568690096,,
90,12249,1048,75,1796,0.01797348011008256,14120,0.8588,0.9398016997167139,,
91,13145,995,80,1943,0.019445556445156126,15168,0.84832,0.926951476793249,,
92,13961,1058,87,2115,0.021168416522374466,16163,0.83837,0.920744911216977,,
93,14813,1118,97,2311,0.023132438465311354,17221,0.82779,0.9142906915974682,,
94,15707,1190,106,2526,0.02528680401225299,18339,0.81661,0.9032662631550248,,
95,16646,1179,117,2766,0.027692400108126507,19529,0.80471,0.899073173229556,,
96,17581,1327,128,2999,0.030028436398590194,20708,0.79292,0.8949198377438671,,
97,18671,1311,142,3222,0.03226581746079433,22035,0.77965,0.8838211935557069,,
98,19687,1396,157,3502,0.03507506785653476,23346,0.76654,0.8769382335303693,,
99,20756,1360,171,3815,0.038215348245499804,24742,0.75258,0.8663002182523644,,
100,21773,1447,187,4142,0.04149760051295923,26102,0.73898,0.8573672515516052,,
101,22847,1439,198,4504,0.04512935612512775,27549,0.72451,0.8487422410976805,,
102,23909,1516,211,4868,0.048782931986491494,28988,0.71012,0.8356561335725128,,
103,25003,1463,228,5273,0.05285049913803472,30504,0.69496,0.8189089955415684,,
104,26007,1484,246,5714,0.05728091104116126,31967,0.68033,0.8123377232771295,,
105,27049,1489,267,6135,0.06151424302888713,33451,0.66549,0.8012017577949837,,
106,28030,1576,287,6623,0.06642062720006418,34940,0.6506,0.7874642243846595,,
107,29038,1493,315,7163,0.07185634749460802,36516,0.63484,0.7720177456457443,,
108,29934,1463,338,7737,0.07763239750356205,38009,0.61991,0.7536899155463179,,
109,30757,1465,357,8358,0.08387944963519765,39472,0.60528,0.7400942440210783,,
110,31598,1393,383,8956,0.08990433359767912,40937,0.59063,0.72469892762049,,
111,32294,1453,415,9621,0.09661093538183461,42330,0.5767,0.7105126387904559,,
112,32967,1399,433,10383,0.10428153906414776,43783,0.56217,0.6915012676152845,,
113,33545,1300,455,11182,0.11233110653473304,45182,0.54818,0.6742729405515471,,
114,33969,1325,470,12043,0.1209986938611474,46482,0.53518,0.6574372875521707,,
115,34414,1170,492,12901,0.12964786750814006,47807,0.52193,0.6389231702470349,,
116,34610,1187,516,13851,0.13922841864018334,48977,0.51023,0.6197398779018723,,
117,34751,1203,541,14872,0.14952895162830915,50164,0.49836,0.6007694761183319,,
118,34951,1095,570,15846,0.1593683998793121,51367,0.48633,0.5812486615920728,,
119,34986,1049,595,16881,0.16982043156782858,52462,0.47538,0.5609393465746636,,
120,34908,976,624,17979,0.18091893414909033,53511,0.46489,0.5394218011250024,,
121,34690,914,653,19144,0.19269832002979456,54487,0.45513,0.5187292381669022,,
122,34419,897,682,20300,0.2043939668539439,55401,0.44599,0.4970487897330373,,
123,33994,813,706,21598,0.21751566056357888,56298,0.43702,0.4759138868165832,,
124,33490,760,740,22881,0.23051581704614144,57111,0.42889,0.45443084519619686,,
125,32850,710,773,24248,0.24436897215475625,57871,0.42129,0.4342416754505711,,
126,32204,651,798,25579,0.2578476240398379,58581,0.41419,0.41144739762038884,,
127,31411,586,822,26999,0.27222771179092137,59232,0.40768,0.38973865478119935,,
128,30561,574,850,28407,0.2865052950075643,59818,0.40182,0.369169815105821,,
129,29615,533,872,29905,0.3016806553143411,60392,0.39608,0.3480759040932574,,
130,28685,495,900,31340,0.31624621594349145,60925,0.39075,0.3286171522363562,,
131,27698,464,929,32793,0.33100503679179577,61420,0.3858,0.30748941712797134,,
132,26667,393,961,34256,0.34588394470865014,61884,0.38116,0.2872471074914356,,
133,25491,384,982,35804,0.36159082187077096,62277,0.37723,0.2697625126451178,,
134,24383,346,1012,37266,0.3764698751363802,62661,0.37339,0.25138443369879193,,
135,23287,303,1039,38681,0.3908711512616081,63007,0.36993,0.23435491294618058,,
136,22139,316,1057,40114,0.40542534590622886,63310,0.3669,0.21724845995893224,,
137,21075,246,1070,41481,0.41929647225310823,63626,0.36374,0.20185144437808444,,
138,19888,249,1083,42901,0.4337070473225027,63872,0.36128,0.18667021543086174,,
139,18752,210,1097,44272,0.44763050665803866,64121,0.35879,0.1732505731351663,,
140,17664,195,1122,45545,0.46061813548008657,64331,0.35669,0.1595653728373568,,
141,16539,179,1137,46850,0.4738881077855214,64526,0.35474,0.14711899079440846,,
142,15554,149,1151,48000,0.4855891308966201,64705,0.35295,0.13543002859129896,,
143,14522,151,1170,49162,0.4974400485682485,64854,0.35146,0.12380115335985445,,
144,13472,147,1186,50347,0.5095128220697472,65005,0.34995,0.11351434505038074,,
145,12533,124,1196,51423,0.5204546374640703,65152,0.34848,0.10391085461689588,,
146,11623,92,1207,52446,0.5308675715890802,65276,0.34724,0.09469023837244929,,
147,10749,91,1221,53398,0.5405804877554946,65368,0.34632,0.08687737119079672,,
148,9936,76,1229,54294,0.5496957609014792,65459,0.34541,0.07920988710490535,,
149,9126,85,1239,55170,0.5586213181316512,65535,0.34465,0.07214465552758068,,
150,8406,87,1248,55966,0.5667328256642904,65620,0.3438,0.06578786955196586,,
151,7738,61,1260,56709,0.5743265140773749,65707,0.34293,0.05979575996469174,,
152,7097,52,1269,57402,0.5813979398567826,65768,0.34232,0.05438815229290841,,
153,6512,51,1275,58033,0.5878247657634844,65820,0.3418,0.04937708903068976,,
154,5977,49,1285,58609,0.5937192929139442,65871,0.34129,0.0443897921695435,,
155,5454,44,1289,59177,0.5994975230724032,65920,0.3408,0.04098907766990291,,
156,4968,40,1293,59703,0.6048507198071059,65964,0.34036,0.03667151779758656,,
157,4519,36,1299,60186,0.6097810559163535,66004,0.33996,0.03292224713653718,,
158,4096,33,1308,60636,0.6143963036517651,66040,0.3396,0.0298152634766808,,
159,3739,28,1313,61021,0.6183286552433451,66073,0.33927,0.02631937402569885,,
160,3386,23,1315,61400,0.622181689213153,66101,0.33899,0.023645633197682335,,
161,3065,29,1320,61739,0.6256485610052696,66124,0.33876,0.02155042042223701,,
162,2798,25,1323,62032,0.6286368657336563,66153,0.33847,0.019515365894214928,,
163,2513,24,1327,62338,0.6317635016671227,66178,0.33822,0.017740034452537096,,
164,2293,21,1329,62580,0.634228902109029,66202,0.33798,0.016087127277121537,,
165,2067,10,1331,62825,0.6367248071836139,66223,0.33777,0.014798483910423871,,
166,1873,10,1331,63029,0.6387923258571588,66233,0.33767,0.013135446076729123,,
167,1688,19,1334,63221,0.6407577078223502,66243,0.33757,0.012106939601165406,,
168,1528,16,1335,63399,0.6425682866264633,66262,0.33738,0.011197971688147053,,
169,1400,10,1337,63541,0.6440205548179155,66278,0.33722,0.009852439723588522,,
170,1261,8,1338,63689,0.6455271533113053,66288,0.33712,0.008930726526671495,,
171,1124,9,1340,63832,0.6469896614636124,66296,0.33704,0.007919029805719803,,
172,1013,8,1341,63951,0.6482023941049474,66305,0.33695,0.0073448457884020815,,
173,933,6,1342,64038,0.6490907985160859,66313,0.33687,0.006665359733385611,,
174,848,6,1345,64126,0.650002534083422,66319,0.33681,0.006182240383600476,,
175,780,2,1345,64200,0.6507526227763418,66325,0.33675,0.00551828119110441,,
176,699,11,1346,64282,0.6515904068765584,66327,0.33673,0.004839658057804514,,
177,623,9,1347,64368,0.652468754117969,66338,0.33662,0.004401700382887636,,
178,571,4,1348,64428,0.6530835664760978,66347,0.33653,0.00419009148868826,,
179,525,7,1348,64478,0.6535903985727608,66351,0.33649,0.0038884116290636163,,
180,483,6,1348,64527,0.6540870940274905,66358,0.33642,0.0035564664396154195,,
181,441,3,1348,64575,0.6545736528402871,66364,0.33636,0.0033301187390754024,,
182,400,5,1348,64619,0.6550196650853505,66367,0.33633,0.0029231395121069206,,
183,365,3,1348,64659,0.6554251307626809,66372,0.33628,0.0026818537937684564,,
184,331,7,1349,64695,0.6557966974485814,66375,0.33625,0.0024406779661016948,,
185,305,1,1350,64727,0.6561277242777496,66382,0.33618,0.002244584375282456,,
186,278,3,1350,64755,0.6564115560060821,66383,0.33617,0.0020637813898136573,,
187,257,3,1351,64778,0.656651359871869,66386,0.33614,0.0019130539571596422,,
188,230,3,1352,64807,0.6569519909172006,66389,0.33611,0.0018075283556010784,,
189,207,7,1354,64831,0.6572086045049976,66392,0.33608,0.0016869502349680684,,
190,192,3,1354,64853,0.6574316241915537,66399,0.33601,0.0015512281811473063,,
191,176,2,1354,64872,0.6576242321026702,66402,0.33598,0.0015360983102918587,,
192,168,5,1354,64882,0.6577256046874683,66404,0.33596,0.001505933377507379,,
193,163,1,1354,64892,0.6578269772722665,66409,0.33591,0.0013853543947356533,,
194,145,0,1354,64911,0.658019585183383,66410,0.3359,0.0012799277217286553,,
195,130,3,1354,64926,0.6581716440605803,66410,0.3359,0.001144405962957386,,
196,123,0,1354,64936,0.6582730166453784,66413,0.33587,0.0010991823889901075,,
197,115,0,1354,64944,0.6583541147132169,66413,0.33587,0.0009486094589914626,,
198,106,1,1354,64953,0.6584453500395353,66413,0.33587,0.0009034375799918691,,
199,99,1,1354,64961,0.6585264481073738,66414,0.33586,0.0008431957117475231,,
