Dias,Numero de infectados,Casos novos nesse dia,Mortes,Imunes(curados),Imunidade de manada,Proporcao de contagio,Proporcao de nao infectados,Valores de R,Param_name,Params
65,20,0,1,16,0.00016000160001600016,37,0.99963,0.4594594594594595,,
66,20,1,1,16,0.00016000160001600016,37,0.99963,0.4864864864864865,,
67,21,2,1,16,0.00016000160001600016,38,0.99962,0.47368421052631576,,
68,22,0,1,17,0.00017000170001700018,40,0.9996,0.45,,
69,21,0,1,18,0.00018000180001800017,40,0.9996,0.375,,
70,19,2,1,20,0.0002000020000200002,40,0.9996,0.375,,
71,21,0,1,20,0.0002000020000200002,42,0.99958,0.35714285714285715,,
72,21,0,1,20,0.0002000020000200002,42,0.99958,0.35714285714285715,,
73,20,1,1,21,0.0002100021000210002,42,0.99958,0.38095238095238093,,
74,21,1,1,21,0.0002100021000210002,43,0.99957,0.4186046511627907,,
75,21,2,1,22,0.00022000220002200022,44,0.99956,0.4090909090909091,,
76,22,0,1,23,0.00023000230002300024,46,0.99954,0.32608695652173914,,
77,20,1,1,25,0.00025000250002500023,46,0.99954,0.34782608695652173,,
78,21,1,1,25,0.00025000250002500023,47,0.99953,0.2978723404255319,,
79,20,1,1,27,0.00027000270002700027,48,0.99952,0.2916666666666667,,
80,21,0,1,27,0.00027000270002700027,49,0.99951,0.30612244897959184,,
81,21,1,1,27,0.00027000270002700027,49,0.99951,0.2653061224489796,,
82,20,0,1,29,0.0002900029000290003,50,0.9995,0.28,,
83,19,1,1,30,0.0003000030000300003,50,0.9995,0.3,,
84,18,1,1,32,0.0003200032000320003,51,0.99949,0.3333333333333333,,
85,18,3,1,33,0.00033000330003300033,52,0.99948,0.34615384615384615,,
86,21,0,1,33,0.00033000330003300033,55,0.99945,0.2909090909090909,,
87,20,2,1,34,0.00034000340003400035,55,0.99945,0.3090909090909091,,
88,21,1,1,35,0.0003500035000350004,57,0.99943,0.2982456140350877,,
89,20,3,3,35,0.00035001050031500947,58,0.99942,0.3103448275862069,,
90,22,1,3,36,0.0003600108003240097,61,0.99939,0.29508196721311475,,
91,23,1,3,36,0.0003600108003240097,62,0.99938,0.3064516129032258,,
92,24,1,3,36,0.0003600108003240097,63,0.99937,0.36507936507936506,,
93,25,3,3,36,0.0003600108003240097,64,0.99936,0.34375,,
94,26,2,3,38,0.0003800114003420103,67,0.99933,0.3283582089552239,,
95,28,0,3,38,0.0003800114003420103,69,0.99931,0.34782608695652173,,
96,28,2,3,38,0.0003800114003420103,69,0.99931,0.34782608695652173,,
97,29,1,3,39,0.00039001170035101053,71,0.99929,0.352112676056338,,
98,30,2,3,39,0.00039001170035101053,72,0.99928,0.4305555555555556,,
99,32,6,3,39,0.00039001170035101053,74,0.99926,0.4189189189189189,,
100,37,0,3,40,0.0004000120003600108,80,0.9992,0.4125,,
101,36,7,3,41,0.0004100123003690111,80,0.9992,0.5125,,
102,41,3,3,43,0.0004300129003870116,87,0.99913,0.4942528735632184,,
103,44,3,3,43,0.0004300129003870116,90,0.9991,0.5,,
104,46,1,3,44,0.00044001320039601185,93,0.99907,0.4946236559139785,,
105,46,3,3,45,0.00045001350040501216,94,0.99906,0.48936170212765956,,
106,48,3,3,46,0.0004600138004140124,97,0.99903,0.5154639175257731,,
107,51,3,3,46,0.0004600138004140124,100,0.999,0.51,,
108,53,4,3,47,0.00047001410042301267,103,0.99897,0.5145631067961165,,
109,57,3,3,47,0.00047001410042301267,107,0.99893,0.5607476635514018,,
110,59,7,3,48,0.000480014400432013,110,0.9989,0.5454545454545454,,
111,65,2,3,49,0.0004900147004410132,117,0.99883,0.5299145299145299,,
112,64,4,3,52,0.000520015600468014,119,0.99881,0.5462184873949579,,
113,68,3,3,52,0.000520015600468014,123,0.99877,0.5121951219512195,,
114,69,3,3,54,0.0005400162004860146,126,0.99874,0.5158730158730159,,
115,71,3,3,55,0.0005500165004950149,129,0.99871,0.5116279069767442,,
116,71,2,3,58,0.0005800174005220157,132,0.99868,0.5151515151515151,,
117,72,5,3,59,0.000590017700531016,134,0.99866,0.5298507462686567,,
118,76,5,3,60,0.0006000180005400162,139,0.99861,0.5179856115107914,,
119,79,2,4,61,0.0006100244009760391,144,0.99856,0.4305555555555556,,
120,78,1,4,64,0.000640025601024041,146,0.99854,0.4383561643835616,,
121,77,4,4,66,0.0006600264010560422,147,0.99853,0.4557823129251701,,
122,81,4,4,66,0.0006600264010560422,151,0.99849,0.47019867549668876,,
123,83,8,4,68,0.0006800272010880435,155,0.99845,0.4774193548387097,,
124,90,5,4,69,0.0006900276011040442,163,0.99837,0.4785276073619632,,
125,93,6,4,71,0.0007100284011360454,168,0.99832,0.47619047619047616,,
126,93,5,4,77,0.0007700308012320492,174,0.99826,0.5,,
127,98,8,4,77,0.0007700308012320492,179,0.99821,0.4860335195530726,,
128,99,5,4,84,0.0008400336013440538,187,0.99813,0.45989304812834225,,
129,101,9,4,87,0.0008700348013920557,192,0.99808,0.4791666666666667,,
130,107,7,4,90,0.0009000360014400576,201,0.99799,0.43781094527363185,,
131,113,4,4,91,0.0009100364014560582,208,0.99792,0.4326923076923077,,
132,114,10,4,94,0.0009400376015040601,212,0.99788,0.4481132075471698,,
133,121,6,5,96,0.0009600480024001201,222,0.99778,0.4369369369369369,,
134,124,5,5,99,0.0009900495024751238,228,0.99772,0.44298245614035087,,
135,125,6,5,103,0.0010300515025751288,233,0.99767,0.4721030042918455,,
136,128,7,5,106,0.0010600530026501325,239,0.99761,0.4769874476987448,,
137,128,9,5,113,0.0011300565028251413,246,0.99754,0.5,,
138,135,12,5,115,0.0011500575028751438,255,0.99745,0.5019607843137255,,
139,143,7,5,119,0.0011900595029751488,267,0.99733,0.4868913857677903,,
140,147,8,5,122,0.0012200610030501525,274,0.99726,0.48905109489051096,,
141,152,10,5,125,0.0012500625031251563,282,0.99718,0.524822695035461,,
142,159,10,5,128,0.00128006400320016,292,0.99708,0.5171232876712328,,
143,167,9,6,129,0.0012900774046442787,302,0.99698,0.5231788079470199,,
144,171,11,6,134,0.0013400804048242895,311,0.99689,0.5016077170418006,,
145,177,5,6,139,0.0013900834050043004,322,0.99678,0.4751552795031056,,
146,180,4,6,141,0.0014100846050763046,327,0.99673,0.4801223241590214,,
147,183,5,6,142,0.0014200852051123067,331,0.99669,0.4954682779456193,,
148,184,14,6,146,0.0014600876052563154,336,0.99664,0.5029761904761905,,
149,194,7,7,149,0.0014901043073015112,350,0.9965,0.4657142857142857,,
150,193,4,7,157,0.0015701099076935385,357,0.99643,0.4425770308123249,,
151,191,4,8,162,0.0016201296103688296,361,0.99639,0.4404432132963989,,
152,189,5,8,168,0.0016801344107528601,365,0.99635,0.4465753424657534,,
153,189,9,8,173,0.0017301384110728858,370,0.9963,0.45675675675675675,,
154,191,14,8,180,0.0018001440115209216,379,0.99621,0.45646437994722955,,
155,200,9,8,185,0.0018501480118409473,393,0.99607,0.44274809160305345,,
156,201,7,8,193,0.0019301544123529882,402,0.99598,0.4427860696517413,,
157,201,15,8,200,0.002000160012801024,409,0.99591,0.45965770171149145,,
158,211,13,9,204,0.0020401836165254874,424,0.99576,0.4481132075471698,,
159,214,12,9,214,0.0021401926173355602,437,0.99563,0.4302059496567506,,
160,220,12,9,220,0.002200198017821604,449,0.99551,0.43207126948775054,,
161,227,9,9,225,0.0022502025182266406,461,0.99539,0.43383947939262474,,
162,230,12,9,231,0.002310207918712684,470,0.9953,0.4127659574468085,,
163,235,9,9,238,0.0023802142192797353,482,0.99518,0.3983402489626556,,
164,235,10,9,247,0.002470222320008801,491,0.99509,0.3910386965376782,,
165,233,12,9,259,0.0025902331209808884,501,0.99499,0.3972055888223553,,
166,238,13,9,266,0.0026602394215479394,513,0.99487,0.3996101364522417,,
167,243,8,9,274,0.002740246622195998,526,0.99474,0.40304182509505704,,
168,241,15,9,284,0.0028402556230060706,534,0.99466,0.3913857677902622,,
169,247,7,9,293,0.0029302637237351363,549,0.99451,0.3788706739526412,,
170,245,7,9,302,0.003020271824464202,556,0.99444,0.37589928057553956,,
171,241,13,9,313,0.003130281725355282,563,0.99437,0.38010657193605685,,
172,247,14,11,318,0.003180349838482233,576,0.99424,0.3923611111111111,,
173,257,15,11,322,0.0032203542389662864,590,0.9941,0.3864406779661017,,
174,265,8,13,327,0.003270425155270185,605,0.99395,0.3586776859504132,,
175,259,10,13,341,0.003410443357636493,613,0.99387,0.3735725938009788,,
176,262,11,13,348,0.0034804524588196465,623,0.99377,0.3707865168539326,,
177,269,21,13,352,0.0035204576594957343,634,0.99366,0.38958990536277605,,
178,286,18,13,356,0.003560462860171822,655,0.99345,0.3847328244274809,,
179,298,18,14,361,0.003610505470765907,673,0.99327,0.36701337295690933,,
180,307,11,14,370,0.003700518072530154,691,0.99309,0.3545586107091172,,
181,303,12,15,384,0.003840576086412962,702,0.99298,0.358974358974359,,
182,306,9,15,393,0.003930589588438266,714,0.99286,0.3473389355742297,,
183,308,10,15,400,0.004000600090013502,723,0.99277,0.3499308437067773,,
184,303,21,15,415,0.004150622593389009,733,0.99267,0.35470668485675305,,
185,312,12,15,427,0.004270640596089413,754,0.99246,0.35543766578249336,,
186,313,11,15,438,0.004380657098564784,766,0.99234,0.3524804177545692,,
187,312,15,15,450,0.00450067510126519,777,0.99223,0.35263835263835264,,
188,319,18,15,458,0.00458068710306546,792,0.99208,0.3421717171717172,,
189,324,10,16,470,0.004700752120339254,810,0.9919,0.3234567901234568,,
190,325,12,16,479,0.004790766522643623,820,0.9918,0.3195121951219512,,
191,327,9,16,489,0.004890782525204033,832,0.99168,0.3245192307692308,,
192,324,15,16,501,0.005010801728276525,841,0.99159,0.33174791914387636,,
193,327,14,16,513,0.005130820931349016,856,0.99144,0.33060747663551404,,
194,334,13,16,520,0.0052008321331413025,870,0.9913,0.32413793103448274,,
195,332,19,16,535,0.005350856136981917,883,0.99117,0.3159682899207248,,
196,344,9,16,542,0.005420867338774204,902,0.99098,0.3137472283813747,,
197,345,11,17,549,0.005490933458687977,911,0.99089,0.31284302963776073,,
198,344,15,17,561,0.005610953862156567,922,0.99078,0.3004338394793926,,
199,345,14,17,575,0.005750977666203255,937,0.99063,0.30096051227321235,,
200,345,18,17,589,0.005891001470249942,951,0.99049,0.3028391167192429,,
201,354,19,18,597,0.005971074793462823,969,0.99031,0.2961816305469556,,
202,363,10,18,607,0.0060710927967034065,988,0.99012,0.2935222672064777,,
203,361,10,19,618,0.006181174423140397,998,0.99002,0.2835671342685371,,
204,348,12,21,639,0.00639134218185819,1008,0.98992,0.28075396825396826,,
205,343,16,21,656,0.006561377889356765,1020,0.9898,0.2725490196078431,,
206,341,14,22,673,0.0067314809258036765,1036,0.98964,0.2702702702702703,,
207,344,13,22,684,0.0068415051311288486,1050,0.9895,0.2723809523809524,,
208,345,16,22,696,0.006961531536938127,1063,0.98937,0.2681091251175917,,
209,351,11,23,705,0.007051621873030797,1079,0.98921,0.2669138090824838,,
210,352,11,24,714,0.007141714011362727,1090,0.9891,0.26055045871559634,,
211,342,9,24,735,0.0073517644234616306,1101,0.98899,0.2652134423251589,,
212,339,21,24,747,0.00747179323037529,1110,0.9889,0.27207207207207207,,
213,349,18,24,758,0.007581819636712811,1131,0.98869,0.26436781609195403,,
214,352,12,24,773,0.007731855645354885,1149,0.98851,0.2550043516100957,,
215,346,11,25,790,0.007901975493873468,1161,0.98839,0.2532299741602067,,
216,347,14,25,800,0.008002000500125032,1172,0.98828,0.25,,
217,349,13,25,812,0.008122030507626906,1186,0.98814,0.25379426644182124,,
218,353,14,25,821,0.008212053013253314,1199,0.98801,0.2543786488740617,,
219,352,19,25,836,0.008362090522630658,1213,0.98787,0.24896949711459193,,
220,357,11,25,850,0.008502125531382845,1232,0.98768,0.24918831168831168,,
221,356,20,25,862,0.008622155538884721,1243,0.98757,0.24376508447304907,,
222,358,16,25,880,0.008802200550137534,1263,0.98737,0.24386381631037213,,
223,365,22,25,889,0.008892223055763942,1279,0.98721,0.24784988272087569,,
224,376,19,25,900,0.00900225056264066,1301,0.98699,0.2544196771714066,,
225,380,21,25,915,0.009152288072018004,1320,0.9868,0.24848484848484848,,
226,389,14,25,927,0.00927231807951988,1341,0.98659,0.24906785980611484,,
227,385,21,25,945,0.009452363090772693,1355,0.98645,0.24575645756457565,,
228,388,21,25,963,0.009632408102025506,1376,0.98624,0.24854651162790697,,
229,398,25,26,973,0.009732530457919058,1397,0.98603,0.2534001431639227,,
230,413,26,26,983,0.009832556464680817,1422,0.98578,0.25668073136427566,,
231,427,16,26,995,0.009952587672794926,1448,0.98552,0.2548342541436464,,
232,427,18,26,1011,0.01011262928361374,1464,0.98536,0.2540983606557377,,
233,430,28,27,1025,0.010252768247426805,1482,0.98518,0.26045883940620784,,
234,445,21,27,1038,0.010382803356906365,1510,0.9849,0.2576158940397351,,
235,450,20,27,1054,0.010542846568573514,1531,0.98469,0.25538863487916397,,
236,459,18,27,1065,0.01065287627659468,1551,0.98449,0.2553191489361702,,
237,466,16,27,1076,0.010762905984615847,1569,0.98431,0.2625876354365838,,
238,473,21,27,1085,0.010852930291178618,1585,0.98415,0.2555205047318612,,
239,473,19,27,1106,0.011062987006491753,1606,0.98394,0.2534246575342466,,
240,474,26,27,1124,0.011243035619617297,1625,0.98375,0.25353846153846155,,
241,488,19,27,1136,0.01136306802836766,1651,0.98349,0.25560266505148393,,
242,496,16,27,1147,0.011473097736388825,1670,0.9833,0.2562874251497006,,
243,498,19,27,1161,0.011613135546597582,1686,0.98314,0.2538552787663108,,
244,504,17,27,1174,0.011743170656077141,1705,0.98295,0.25513196480938416,,
245,507,24,27,1188,0.011883208466285898,1722,0.98278,0.25261324041811845,,
246,512,21,27,1207,0.012073259780140637,1746,0.98254,0.2531500572737686,,
247,521,21,28,1218,0.01218341135517945,1767,0.98233,0.245048104131296,,
248,522,20,28,1238,0.012383467370863842,1788,0.98212,0.24105145413870246,,
249,526,30,29,1253,0.012533634754078683,1808,0.98192,0.24391592920353983,,
250,534,15,29,1275,0.01275369857258605,1838,0.98162,0.24319912948857453,,
251,531,23,29,1293,0.01293375078772844,1853,0.98147,0.23745277927684835,,
252,532,20,30,1314,0.013143943182954887,1876,0.98124,0.2308102345415778,,
253,538,25,30,1328,0.013283985195558668,1896,0.98104,0.23259493670886075,,
254,542,28,30,1349,0.013494048214464338,1921,0.98079,0.2332118688183238,,
255,549,24,30,1370,0.01370411123337001,1949,0.98051,0.2314007183170857,,
256,548,27,31,1394,0.013944322740049416,1973,0.98027,0.22807906741003547,,
257,546,15,34,1420,0.014204829642078306,2000,0.98,0.23,,
258,545,20,34,1436,0.014364884060580597,2015,0.97985,0.23325062034739455,,
259,548,28,35,1452,0.014525083779322764,2035,0.97965,0.22751842751842752,,
260,549,21,35,1479,0.014795178312409344,2063,0.97937,0.22443044110518662,,
261,549,23,35,1500,0.01500525183814335,2084,0.97916,0.21928982725527832,,
262,551,24,36,1520,0.015205473970629426,2107,0.97893,0.2230659705742762,,
263,557,28,36,1538,0.015385538793965828,2131,0.97869,0.2257156264664477,,
264,569,28,36,1554,0.015545596414709295,2159,0.97841,0.22788327929597035,,
265,576,21,37,1574,0.015745825955603573,2187,0.97813,0.22542295381801555,,
266,578,25,37,1593,0.0159358962816242,2208,0.97792,0.22509057971014493,,
267,578,23,37,1618,0.01618598881586187,2233,0.97767,0.22212270488132557,,
268,583,24,38,1635,0.016356215361837498,2256,0.97744,0.22739361702127658,,
269,590,30,39,1651,0.01651644141215074,2280,0.9772,0.22719298245614036,,
270,602,26,39,1669,0.016696511639539422,2310,0.9769,0.23030303030303031,,
271,611,31,39,1686,0.01686657796540651,2336,0.97664,0.2281678082191781,,
272,618,20,39,1710,0.01710667160192475,2367,0.97633,0.22306717363751585,,
273,617,28,39,1731,0.017316753533878213,2387,0.97613,0.22245496439044826,,
274,624,28,40,1751,0.01751700680272109,2415,0.97585,0.22525879917184266,,
275,631,27,41,1771,0.01771726407827209,2443,0.97557,0.22144903806794924,,
276,629,26,41,1800,0.018007383027041086,2470,0.9753,0.21983805668016193,,
277,640,27,41,1815,0.01815744455226643,2496,0.97504,0.22395833333333334,,
278,645,30,41,1837,0.018377534789263596,2523,0.97477,0.22156163297661513,,
279,655,24,41,1857,0.018577616822897387,2553,0.97447,0.2209165687426557,,
280,654,27,41,1882,0.018827719364939627,2577,0.97423,0.22079937912301126,,
281,654,41,41,1909,0.019097830110345243,2604,0.97396,0.22964669738863286,,
282,671,36,41,1933,0.01933792855070579,2645,0.97355,0.22533081285444234,,
283,679,17,42,1960,0.019608235458892734,2681,0.97319,0.22491607609101083,,
284,680,31,43,1975,0.019758496153345937,2698,0.97302,0.22053372868791699,,
285,691,24,43,1995,0.019958582190341845,2729,0.97271,0.21839501648955661,,
286,686,33,44,2023,0.02023890511825203,2753,0.97247,0.21394841990555757,,
287,698,25,44,2044,0.020448997558925926,2786,0.97214,0.21249102656137833,,
288,701,36,44,2066,0.020669094401536674,2811,0.97189,0.21344717182497333,,
289,711,31,46,2090,0.02090961842447526,2847,0.97153,0.20723568668774148,,
290,714,18,47,2117,0.021179954578651967,2878,0.97122,0.2050034746351633,,
291,704,27,48,2144,0.02145029614214823,2896,0.97104,0.2064917127071823,,
292,710,30,48,2165,0.021660396990555466,2923,0.97077,0.20834758809442352,,
293,714,36,50,2189,0.02190095047523762,2953,0.97047,0.20589231290213342,,
294,728,25,51,2210,0.022111276751143084,2989,0.97011,0.2067581130812981,,
295,730,33,51,2233,0.02234139411099661,3014,0.96986,0.20338420703384208,,
296,732,21,52,2263,0.022641773722335615,3047,0.96953,0.20413521496553988,,
297,725,46,54,2289,0.0229023672783303,3068,0.96932,0.20795306388526727,,
298,741,39,54,2319,0.023202529365857563,3114,0.96886,0.20616570327552985,,
299,760,30,54,2339,0.023402637424209075,3153,0.96847,0.20202981287662544,,
300,762,30,54,2367,0.023682788705901188,3183,0.96817,0.2013823437009111,,
301,765,36,54,2394,0.023952934584675727,3213,0.96787,0.19825708061002179,,
302,771,33,57,2421,0.02422380757031508,3249,0.96751,0.1982148353339489,,
303,780,37,57,2445,0.02446394444833555,3282,0.96718,0.19256550883607557,,
304,790,32,58,2471,0.024724340117268016,3319,0.96681,0.1952395299789093,,
305,792,37,58,2501,0.02502451421824658,3351,0.96649,0.19695613249776187,,
306,803,40,61,2524,0.025255405797536497,3388,0.96612,0.20188902007083825,,
307,817,42,62,2549,0.02550581360443475,3428,0.96572,0.1986581096849475,,
308,818,33,63,2589,0.0259063209822188,3470,0.9653,0.19827089337175793,,
309,815,30,63,2625,0.02626654792519287,3503,0.96497,0.20353982300884957,,
310,829,43,63,2641,0.026426648788736903,3533,0.96467,0.20464194735352392,,
311,840,33,64,2672,0.026737111751520975,3576,0.96424,0.2052572706935123,,
312,849,49,64,2696,0.02697726544988793,3609,0.96391,0.20448877805486285,,
313,865,40,64,2729,0.02730747678514249,3658,0.96342,0.20667031164570804,,
314,880,40,64,2754,0.02755763688760807,3698,0.96302,0.20281233098972418,,
315,884,28,64,2790,0.027917867435158502,3738,0.96262,0.20251471375066882,,
316,883,42,65,2818,0.028198328913793966,3766,0.96234,0.20525756771109932,,
317,907,45,65,2836,0.02837844598989343,3808,0.96192,0.20693277310924368,,
318,926,42,65,2862,0.02863861509981488,3853,0.96147,0.20607318972229433,,
319,939,36,65,2891,0.02892880372241957,3895,0.96105,0.20102695763799744,,
320,940,40,66,2925,0.02926931774971481,3931,0.96069,0.20503688628847622,,
321,955,36,66,2950,0.029519482858686732,3971,0.96029,0.20095693779904306,,
322,958,36,66,2983,0.02984970080252967,4007,0.95993,0.20588969303718493,,
323,972,51,68,3003,0.030050434295320817,4043,0.95957,0.2013356418501113,,
324,977,42,68,3049,0.030510747308169554,4094,0.95906,0.20468978993649242,,
325,981,54,68,3087,0.03089100588400112,4136,0.95864,0.20889748549323017,,
326,1005,47,68,3117,0.031191210022815514,4190,0.9581,0.20739856801909307,,
327,1022,32,68,3147,0.031491414161629906,4237,0.95763,0.20391786641491622,,
328,1016,41,70,3183,0.03185229660762534,4269,0.95731,0.2033263059264465,,
329,1023,43,71,3216,0.0321828498233746,4310,0.9569,0.20069605568445475,,
330,1028,58,72,3253,0.03255343847570251,4353,0.95647,0.20284861015391684,,
331,1053,42,73,3285,0.03287399801855354,4411,0.95589,0.19587395148492406,,
332,1058,33,73,3322,0.03324426831587059,4453,0.95547,0.19649674376824613,,
333,1051,59,73,3362,0.0336445605291863,4486,0.95514,0.19817209094962104,,
334,1069,49,74,3402,0.03404519344314793,4545,0.95455,0.19515951595159517,,
335,1085,35,74,3435,0.03437543782398975,4594,0.95406,0.19699608184588593,,
336,1088,42,76,3465,0.034676354029062086,4629,0.95371,0.19658673579606825,,
337,1087,45,77,3507,0.03509702470902595,4671,0.95329,0.19610361806893598,,
338,1099,35,77,3540,0.03542727900483372,4716,0.95284,0.19338422391857507,,
339,1085,47,78,3588,0.03590800824643222,4751,0.95249,0.19217006945906126,,
340,1093,44,78,3627,0.036298312683893434,4798,0.95202,0.18924551896623593,,
341,1097,45,79,3666,0.0366889842975951,4842,0.95158,0.19227591904171829,,
342,1113,54,80,3694,0.03696957566052842,4887,0.95113,0.1921424186617557,,
343,1126,53,80,3735,0.03737990392313851,4941,0.95059,0.18903056061526008,,
344,1133,32,83,3778,0.037811383448262056,4994,0.95006,0.18722466960352424,,
345,1124,49,83,3819,0.03822172403094568,5026,0.94974,0.18483883804218065,,
346,1135,38,85,3855,0.03858279537606966,5075,0.94925,0.18364532019704433,,
347,1134,58,85,3894,0.03897312715808437,5113,0.94887,0.18423626051241931,,
348,1157,46,86,3928,0.039313809876493785,5171,0.94829,0.1854573583446142,,
349,1167,44,86,3964,0.039674119742978964,5217,0.94783,0.18267203373586352,,
350,1160,44,86,4015,0.04018455872049963,5261,0.94739,0.18228473674206425,,
351,1162,46,88,4055,0.04058571542957803,5305,0.94695,0.17775683317624882,,
352,1154,50,88,4109,0.041126191048122346,5351,0.94649,0.17753690898897403,,
353,1156,45,89,4156,0.04159702134900061,5401,0.94599,0.1753379003888169,,
354,1167,43,92,4187,0.04190855587140169,5446,0.94554,0.17535806096217407,,
355,1169,46,93,4227,0.04230934769335482,5489,0.94511,0.17671707050464566,,
356,1170,51,95,4270,0.04274060357339472,5535,0.94465,0.17253839205058719,,
357,1160,40,98,4328,0.04332245600688675,5586,0.94414,0.16935195130683853,,
358,1158,40,99,4369,0.04373329596300337,5626,0.94374,0.1708140774973338,,
359,1165,43,99,4402,0.04406362298675689,5666,0.94334,0.169078715142958,,
360,1149,45,100,4460,0.04464464464464465,5709,0.94291,0.16640392362935716,,
361,1146,40,101,4507,0.045115566722389616,5754,0.94246,0.16475495307612095,,
362,1149,53,103,4542,0.045466830835760835,5794,0.94206,0.1629271660338281,,
363,1160,37,104,4583,0.04587771282133419,5847,0.94153,0.16179237215666153,,
364,1152,48,106,4626,0.046309087632890863,5884,0.94116,0.16247450713800135,,
365,1165,45,107,4660,0.04664991540948815,5932,0.94068,0.16065407956844235,,
366,1162,52,109,4706,0.04711135137299657,5977,0.94023,0.159611845407395,,
367,1171,39,110,4748,0.04753228551406547,6029,0.93971,0.15840106153590977,,
368,1166,44,110,4792,0.047972770047051756,6068,0.93932,0.1544166117336849,,
