Dias,Numero de infectados,Casos novos nesse dia,Mortes,Imunes(curados),Imunidade de manada,Proporcao de contagio,Proporcao de nao infectados,Valores de R,Param_name,Params
69,8,0,0,20,0.0002,28,0.99972,0.17857142857142858,,
70,7,0,0,21,0.00021,28,0.99972,0.21428571428571427,,
71,7,1,0,21,0.00021,28,0.99972,0.21428571428571427,,
72,8,0,0,21,0.00021,29,0.99971,0.1724137931034483,,
73,7,0,0,22,0.00022,29,0.99971,0.1724137931034483,,
74,7,0,0,22,0.00022,29,0.99971,0.1724137931034483,,
75,7,0,0,22,0.00022,29,0.99971,0.1724137931034483,,
76,7,0,0,22,0.00022,29,0.99971,0.13793103448275862,,
77,6,1,0,23,0.00023,29,0.99971,0.13793103448275862,,
78,7,0,0,23,0.00023,30,0.9997,0.13333333333333333,,
79,6,0,0,24,0.00024,30,0.9997,0.13333333333333333,,
80,6,0,0,24,0.00024,30,0.9997,0.16666666666666666,,
81,6,2,0,24,0.00024,30,0.9997,0.2,,
82,7,1,0,25,0.00025,32,0.99968,0.21875,,
83,8,0,0,25,0.00025,33,0.99967,0.21212121212121213,,
84,8,0,0,25,0.00025,33,0.99967,0.15151515151515152,,
85,7,0,0,26,0.00026,33,0.99967,0.15151515151515152,,
86,7,1,0,26,0.00026,33,0.99967,0.18181818181818182,,
87,8,0,0,26,0.00026,34,0.99966,0.17647058823529413,,
88,8,0,0,26,0.00026,34,0.99966,0.20588235294117646,,
89,8,1,0,26,0.00026,34,0.99966,0.17647058823529413,,
90,8,0,0,27,0.00027,35,0.99965,0.17142857142857143,,
91,7,0,0,28,0.00028,35,0.99965,0.17142857142857143,,
92,7,1,0,28,0.00028,35,0.99965,0.2,,
93,8,0,0,28,0.00028,36,0.99964,0.19444444444444445,,
94,8,0,0,28,0.00028,36,0.99964,0.19444444444444445,,
95,8,0,0,28,0.00028,36,0.99964,0.19444444444444445,,
96,8,0,0,28,0.00028,36,0.99964,0.19444444444444445,,
97,8,0,0,28,0.00028,36,0.99964,0.16666666666666666,,
98,7,1,0,29,0.00029,36,0.99964,0.16666666666666666,,
99,8,0,0,29,0.00029,37,0.99963,0.16216216216216217,,
100,8,0,0,29,0.00029,37,0.99963,0.16216216216216217,,
101,8,0,0,29,0.00029,37,0.99963,0.16216216216216217,,
102,8,0,0,29,0.00029,37,0.99963,0.16216216216216217,,
103,8,0,0,29,0.00029,37,0.99963,0.10810810810810811,,
104,7,0,0,30,0.0003,37,0.99963,0.10810810810810811,,
105,7,0,0,30,0.0003,37,0.99963,0.10810810810810811,,
106,7,0,0,30,0.0003,37,0.99963,0.10810810810810811,,
107,7,0,0,30,0.0003,37,0.99963,0.08108108108108109,,
108,5,0,0,32,0.00032,37,0.99963,0.05405405405405406,,
109,4,0,0,33,0.00033,37,0.99963,0.05405405405405406,,
110,4,0,0,33,0.00033,37,0.99963,0.05405405405405406,,
111,4,0,0,33,0.00033,37,0.99963,0.05405405405405406,,
112,4,0,0,33,0.00033,37,0.99963,0.02702702702702703,,
113,3,0,0,34,0.00034,37,0.99963,0.02702702702702703,,
114,3,0,0,34,0.00034,37,0.99963,0.02702702702702703,,
115,3,0,0,34,0.00034,37,0.99963,0.02702702702702703,,
116,2,0,0,35,0.00035,37,0.99963,0.02702702702702703,,
117,2,0,0,35,0.00035,37,0.99963,0.02702702702702703,,
118,2,0,0,35,0.00035,37,0.99963,0.0,,
119,1,0,0,36,0.00036,37,0.99963,0.0,,
120,1,0,0,36,0.00036,37,0.99963,0.0,,
121,1,0,0,36,0.00036,37,0.99963,0.0,,
122,1,0,0,36,0.00036,37,0.99963,0.0,,
123,1,0,0,36,0.00036,37,0.99963,0.0,,
124,1,0,0,36,0.00036,37,0.99963,0.0,,
125,0,0,0,37,0.00037,37,0.99963,0.0,,
126,0,0,0,37,0.00037,37,0.99963,0.0,,
127,0,0,0,37,0.00037,37,0.99963,0.0,,
128,0,0,0,37,0.00037,37,0.99963,0.0,,
129,0,0,0,37,0.00037,37,0.99963,0.0,,
130,0,0,0,37,0.00037,37,0.99963,0.0,,
131,0,0,0,37,0.00037,37,0.99963,0.0,,
132,0,0,0,37,0.00037,37,0.99963,0.0,,
133,0,0,0,37,0.00037,37,0.99963,0.0,,
134,0,0,0,37,0.00037,37,0.99963,0.0,,
135,0,0,0,37,0.00037,37,0.99963,0.0,,
136,0,0,0,37,0.00037,37,0.99963,0.0,,
137,0,0,0,37,0.00037,37,0.99963,0.0,,
138,0,0,0,37,0.00037,37,0.99963,0.0,,
139,0,0,0,37,0.00037,37,0.99963,0.0,,
140,0,0,0,37,0.00037,37,0.99963,0.0,,
141,0,0,0,37,0.00037,37,0.99963,0.0,,
142,0,0,0,37,0.00037,37,0.99963,0.0,,
143,0,0,0,37,0.00037,37,0.99963,0.0,,
144,0,0,0,37,0.00037,37,0.99963,0.0,,
145,0,0,0,37,0.00037,37,0.99963,0.0,,
146,0,0,0,37,0.00037,37,0.99963,0.0,,
147,0,0,0,37,0.00037,37,0.99963,0.0,,
148,0,0,0,37,0.00037,37,0.99963,0.0,,
149,0,0,0,37,0.00037,37,0.99963,0.0,,
150,0,0,0,37,0.00037,37,0.99963,0.0,,
151,0,0,0,37,0.00037,37,0.99963,0.0,,
152,0,0,0,37,0.00037,37,0.99963,0.0,,
153,0,0,0,37,0.00037,37,0.99963,0.0,,
154,0,0,0,37,0.00037,37,0.99963,0.0,,
155,0,0,0,37,0.00037,37,0.99963,0.0,,
156,0,0,0,37,0.00037,37,0.99963,0.0,,
157,0,0,0,37,0.00037,37,0.99963,0.0,,
158,0,0,0,37,0.00037,37,0.99963,0.0,,
159,0,0,0,37,0.00037,37,0.99963,0.0,,
160,0,0,0,37,0.00037,37,0.99963,0.0,,
161,0,0,0,37,0.00037,37,0.99963,0.0,,
162,0,0,0,37,0.00037,37,0.99963,0.0,,
163,0,0,0,37,0.00037,37,0.99963,0.0,,
164,0,0,0,37,0.00037,37,0.99963,0.0,,
165,0,0,0,37,0.00037,37,0.99963,0.0,,
166,0,0,0,37,0.00037,37,0.99963,0.0,,
167,0,0,0,37,0.00037,37,0.99963,0.0,,
168,0,0,0,37,0.00037,37,0.99963,0.0,,
169,0,0,0,37,0.00037,37,0.99963,0.0,,
170,0,0,0,37,0.00037,37,0.99963,0.0,,
171,0,0,0,37,0.00037,37,0.99963,0.0,,
172,0,0,0,37,0.00037,37,0.99963,0.0,,
173,0,0,0,37,0.00037,37,0.99963,0.0,,
174,0,0,0,37,0.00037,37,0.99963,0.0,,
175,0,0,0,37,0.00037,37,0.99963,0.0,,
176,0,0,0,37,0.00037,37,0.99963,0.0,,
177,0,0,0,37,0.00037,37,0.99963,0.0,,
178,0,0,0,37,0.00037,37,0.99963,0.0,,
179,0,0,0,37,0.00037,37,0.99963,0.0,,
180,0,0,0,37,0.00037,37,0.99963,0.0,,
181,0,0,0,37,0.00037,37,0.99963,0.0,,
182,0,0,0,37,0.00037,37,0.99963,0.0,,
183,0,0,0,37,0.00037,37,0.99963,0.0,,
184,0,0,0,37,0.00037,37,0.99963,0.0,,
185,0,0,0,37,0.00037,37,0.99963,0.0,,
186,0,0,0,37,0.00037,37,0.99963,0.0,,
187,0,0,0,37,0.00037,37,0.99963,0.0,,
188,0,0,0,37,0.00037,37,0.99963,0.0,,
189,0,0,0,37,0.00037,37,0.99963,0.0,,
190,0,0,0,37,0.00037,37,0.99963,0.0,,
191,0,0,0,37,0.00037,37,0.99963,0.0,,
192,0,0,0,37,0.00037,37,0.99963,0.0,,
193,0,0,0,37,0.00037,37,0.99963,0.0,,
194,0,0,0,37,0.00037,37,0.99963,0.0,,
195,0,0,0,37,0.00037,37,0.99963,0.0,,
196,0,0,0,37,0.00037,37,0.99963,0.0,,
197,0,0,0,37,0.00037,37,0.99963,0.0,,
198,0,0,0,37,0.00037,37,0.99963,0.0,,
199,0,0,0,37,0.00037,37,0.99963,0.0,,
200,0,0,0,37,0.00037,37,0.99963,0.0,,
201,0,0,0,37,0.00037,37,0.99963,0.0,,
202,0,0,0,37,0.00037,37,0.99963,0.0,,
203,0,0,0,37,0.00037,37,0.99963,0.0,,
204,0,0,0,37,0.00037,37,0.99963,0.0,,
205,0,0,0,37,0.00037,37,0.99963,0.0,,
206,0,0,0,37,0.00037,37,0.99963,0.0,,
207,0,0,0,37,0.00037,37,0.99963,0.0,,
208,0,0,0,37,0.00037,37,0.99963,0.0,,
209,0,0,0,37,0.00037,37,0.99963,0.0,,
210,0,0,0,37,0.00037,37,0.99963,0.0,,
211,0,0,0,37,0.00037,37,0.99963,0.0,,
212,0,0,0,37,0.00037,37,0.99963,0.0,,
213,0,0,0,37,0.00037,37,0.99963,0.0,,
214,0,0,0,37,0.00037,37,0.99963,0.0,,
215,0,0,0,37,0.00037,37,0.99963,0.0,,
216,0,0,0,37,0.00037,37,0.99963,0.0,,
217,0,0,0,37,0.00037,37,0.99963,0.0,,
218,0,0,0,37,0.00037,37,0.99963,0.0,,
219,0,0,0,37,0.00037,37,0.99963,0.0,,
220,0,0,0,37,0.00037,37,0.99963,0.0,,
221,0,0,0,37,0.00037,37,0.99963,0.0,,
222,0,0,0,37,0.00037,37,0.99963,0.0,,
223,0,0,0,37,0.00037,37,0.99963,0.0,,
224,0,0,0,37,0.00037,37,0.99963,0.0,,
225,0,0,0,37,0.00037,37,0.99963,0.0,,
226,0,0,0,37,0.00037,37,0.99963,0.0,,
227,0,0,0,37,0.00037,37,0.99963,0.0,,
228,0,0,0,37,0.00037,37,0.99963,0.0,,
229,0,0,0,37,0.00037,37,0.99963,0.0,,
230,0,0,0,37,0.00037,37,0.99963,0.0,,
231,0,0,0,37,0.00037,37,0.99963,0.0,,
232,0,0,0,37,0.00037,37,0.99963,0.0,,
233,0,0,0,37,0.00037,37,0.99963,0.0,,
234,0,0,0,37,0.00037,37,0.99963,0.0,,
235,0,0,0,37,0.00037,37,0.99963,0.0,,
236,0,0,0,37,0.00037,37,0.99963,0.0,,
237,0,0,0,37,0.00037,37,0.99963,0.0,,
238,0,0,0,37,0.00037,37,0.99963,0.0,,
239,0,0,0,37,0.00037,37,0.99963,0.0,,
240,0,0,0,37,0.00037,37,0.99963,0.0,,
241,0,0,0,37,0.00037,37,0.99963,0.0,,
242,0,0,0,37,0.00037,37,0.99963,0.0,,
243,0,0,0,37,0.00037,37,0.99963,0.0,,
244,0,0,0,37,0.00037,37,0.99963,0.0,,
245,0,0,0,37,0.00037,37,0.99963,0.0,,
246,0,0,0,37,0.00037,37,0.99963,0.0,,
247,0,0,0,37,0.00037,37,0.99963,0.0,,
248,0,0,0,37,0.00037,37,0.99963,0.0,,
249,0,0,0,37,0.00037,37,0.99963,0.0,,
250,0,0,0,37,0.00037,37,0.99963,0.0,,
251,0,0,0,37,0.00037,37,0.99963,0.0,,
252,0,0,0,37,0.00037,37,0.99963,0.0,,
253,0,0,0,37,0.00037,37,0.99963,0.0,,
254,0,0,0,37,0.00037,37,0.99963,0.0,,
255,0,0,0,37,0.00037,37,0.99963,0.0,,
256,0,0,0,37,0.00037,37,0.99963,0.0,,
257,0,0,0,37,0.00037,37,0.99963,0.0,,
258,0,0,0,37,0.00037,37,0.99963,0.0,,
259,0,0,0,37,0.00037,37,0.99963,0.0,,
260,0,0,0,37,0.00037,37,0.99963,0.0,,
261,0,0,0,37,0.00037,37,0.99963,0.0,,
262,0,0,0,37,0.00037,37,0.99963,0.0,,
263,0,0,0,37,0.00037,37,0.99963,0.0,,
264,0,0,0,37,0.00037,37,0.99963,0.0,,
265,0,0,0,37,0.00037,37,0.99963,0.0,,
266,0,0,0,37,0.00037,37,0.99963,0.0,,
267,0,0,0,37,0.00037,37,0.99963,0.0,,
268,0,0,0,37,0.00037,37,0.99963,0.0,,
269,0,0,0,37,0.00037,37,0.99963,0.0,,
270,0,0,0,37,0.00037,37,0.99963,0.0,,
271,0,0,0,37,0.00037,37,0.99963,0.0,,
272,0,0,0,37,0.00037,37,0.99963,0.0,,
273,0,0,0,37,0.00037,37,0.99963,0.0,,
274,0,0,0,37,0.00037,37,0.99963,0.0,,
275,0,0,0,37,0.00037,37,0.99963,0.0,,
276,0,0,0,37,0.00037,37,0.99963,0.0,,
277,0,0,0,37,0.00037,37,0.99963,0.0,,
278,0,0,0,37,0.00037,37,0.99963,0.0,,
279,0,0,0,37,0.00037,37,0.99963,0.0,,
280,0,0,0,37,0.00037,37,0.99963,0.0,,
281,0,0,0,37,0.00037,37,0.99963,0.0,,
282,0,0,0,37,0.00037,37,0.99963,0.0,,
283,0,0,0,37,0.00037,37,0.99963,0.0,,
284,0,0,0,37,0.00037,37,0.99963,0.0,,
285,0,0,0,37,0.00037,37,0.99963,0.0,,
286,0,0,0,37,0.00037,37,0.99963,0.0,,
287,0,0,0,37,0.00037,37,0.99963,0.0,,
288,0,0,0,37,0.00037,37,0.99963,0.0,,
289,0,0,0,37,0.00037,37,0.99963,0.0,,
290,0,0,0,37,0.00037,37,0.99963,0.0,,
291,0,0,0,37,0.00037,37,0.99963,0.0,,
292,0,0,0,37,0.00037,37,0.99963,0.0,,
293,0,0,0,37,0.00037,37,0.99963,0.0,,
294,0,0,0,37,0.00037,37,0.99963,0.0,,
295,0,0,0,37,0.00037,37,0.99963,0.0,,
296,0,0,0,37,0.00037,37,0.99963,0.0,,
297,0,0,0,37,0.00037,37,0.99963,0.0,,
298,0,0,0,37,0.00037,37,0.99963,0.0,,
299,0,0,0,37,0.00037,37,0.99963,0.0,,
